time,fonio.current,fonio.total
2015-09-01 06:30:00-07:00,13.84000039100647,1.1949999574571848
2015-09-01 07:00:00-07:00,60.1000010172526,17.896666526794434
2015-09-01 07:30:00-07:00,122.10000101725261,60.43333435058594
2015-09-01 08:00:00-07:00,289.6666666666667,153.66666666666666
2015-09-01 08:30:00-07:00,560.6666666666666,361.3333333333333
2015-09-01 09:00:00-07:00,852.6666666666666,714.3333333333334
2015-09-01 09:30:00-07:00,1095.0,1120.0
2015-09-01 10:00:00-07:00,1346.6666666666667,1643.3333333333333
2015-09-01 10:30:00-07:00,1613.3333333333333,2520.0
2015-09-01 11:00:00-07:00,1810.0,3390.0
2015-09-01 11:30:00-07:00,1956.6666666666667,4360.0
2015-09-01 12:00:00-07:00,2070.0,5366.666666666667
2015-09-01 12:30:00-07:00,2130.0,6426.666666666667
2015-09-01 13:00:00-07:00,2163.3333333333335,7516.666666666667
2015-09-01 13:30:00-07:00,2166.6666666666665,8590.0
2015-09-01 14:00:00-07:00,2060.0,9660.0
2015-09-01 14:30:00-07:00,2120.0,10766.666666666666
2015-09-01 15:00:00-07:00,2003.3333333333333,11766.666666666666
2015-09-01 15:30:00-07:00,1933.3333333333333,12800.0
2015-09-01 16:00:00-07:00,1803.3333333333333,13700.0
2015-09-01 16:30:00-07:00,1546.6666666666667,14533.333333333334
2015-09-01 17:00:00-07:00,1373.3333333333333,15300.0
2015-09-01 17:30:00-07:00,1120.0,15933.333333333334
2015-09-01 18:00:00-07:00,801.6666666666666,16400.0
2015-09-01 18:30:00-07:00,231.13333384195963,16666.666666666668
2015-09-01 19:00:00-07:00,48.46666653951009,16700.0
2015-09-01 19:30:00-07:00,11.699999809265137,16700.0
2015-09-01 20:00:00-07:00,0.11999999731779099,16700.0
2015-09-02 06:30:00-07:00,11.5,1.0199999809265137
2015-09-02 07:00:00-07:00,55.06666819254557,14.856666882832846
2015-09-02 07:30:00-07:00,195.66666666666666,83.60000101725261
2015-09-02 08:00:00-07:00,279.6666666666667,208.0
2015-09-02 08:30:00-07:00,341.6666666666667,375.3333333333333
2015-09-02 09:00:00-07:00,506.6666666666667,577.6666666666666
2015-09-02 09:30:00-07:00,724.3333333333334,900.0
2015-09-02 10:00:00-07:00,1306.6666666666667,1423.3333333333333
2015-09-02 10:30:00-07:00,1640.0,2166.6666666666665
2015-09-02 11:00:00-07:00,1820.0,3090.0
2015-09-02 11:30:00-07:00,1945.0,3905.0
2015-09-02 12:00:00-07:00,2033.3333333333333,4743.333333333333
2015-09-02 12:30:00-07:00,2116.6666666666665,5773.333333333333
2015-09-02 13:00:00-07:00,2156.6666666666665,6870.0
2015-09-02 13:30:00-07:00,2173.3333333333335,7953.333333333333
2015-09-02 14:00:00-07:00,2120.0,9000.0
2015-09-02 14:30:00-07:00,2153.3333333333335,10126.666666666666
2015-09-02 15:00:00-07:00,2096.6666666666665,11166.666666666666
2015-09-02 15:30:00-07:00,1986.6666666666667,12233.333333333334
2015-09-02 16:00:00-07:00,1850.0,13200.0
2015-09-02 16:30:00-07:00,1690.0,14033.333333333334
2015-09-02 17:00:00-07:00,1443.3333333333333,14833.333333333334
2015-09-02 17:30:00-07:00,1193.3333333333333,15500.0
2015-09-02 18:00:00-07:00,857.3333333333334,15966.666666666666
2015-09-02 18:30:00-07:00,254.56666564941406,16266.666666666666
2015-09-02 19:00:00-07:00,50.03333409627279,16300.0
2015-09-02 19:30:00-07:00,3.4533333778381348,16300.0
2015-09-02 20:00:00-07:00,0.0,16300.0
2015-09-03 06:30:00-07:00,9.449999809265137,0.20000000298023224
2015-09-03 07:00:00-07:00,45.83333269755045,11.249999761581421
2015-09-03 07:30:00-07:00,91.7000020345052,45.166666666666664
2015-09-03 08:00:00-07:00,251.0,118.36666615804036
2015-09-03 08:30:00-07:00,495.0,296.3333333333333
2015-09-03 09:00:00-07:00,781.0,617.6666666666666
2015-09-03 09:30:00-07:00,1059.0,1083.6666666666667
2015-09-03 10:00:00-07:00,1376.6666666666667,1760.0
2015-09-03 10:30:00-07:00,1603.3333333333333,2540.0
2015-09-03 11:00:00-07:00,1756.6666666666667,3413.3333333333335
2015-09-03 11:30:00-07:00,1946.6666666666667,4400.0
2015-09-03 12:00:00-07:00,2056.6666666666665,5340.0
2015-09-03 12:30:00-07:00,2056.6666666666665,6430.0
2015-09-03 13:00:00-07:00,2216.6666666666665,7576.666666666667
2015-09-03 13:30:00-07:00,2223.3333333333335,8690.0
2015-09-03 14:00:00-07:00,2193.3333333333335,9810.0
2015-09-03 14:30:00-07:00,2150.0,10900.0
2015-09-03 15:00:00-07:00,2086.6666666666665,11933.333333333334
2015-09-03 15:30:00-07:00,1995.0,12850.0
2015-09-03 16:00:00-07:00,1863.3333333333333,13600.0
2015-09-03 16:30:00-07:00,1706.6666666666667,14466.666666666666
2015-09-03 17:00:00-07:00,1480.0,15300.0
2015-09-03 17:30:00-07:00,1210.0,15933.333333333334
2015-09-03 18:00:00-07:00,864.6666666666666,16466.666666666668
2015-09-03 18:30:00-07:00,259.0,16766.666666666668
2015-09-03 19:00:00-07:00,59.53333409627279,16800.0
2015-09-03 19:30:00-07:00,14.513333002726236,16800.0
2015-09-03 20:00:00-07:00,4.039999961853027,16800.0
2015-09-04 06:30:00-07:00,2.0,0.09000000357627869
2015-09-04 07:00:00-07:00,39.26666704813639,9.616666793823242
2015-09-04 07:30:00-07:00,89.66666666666667,44.40000025431315
2015-09-04 08:00:00-07:00,211.0,118.16666666666667
2015-09-04 08:30:00-07:00,460.6666666666667,294.3333333333333
2015-09-04 09:00:00-07:00,769.6666666666666,615.0
2015-09-04 09:30:00-07:00,1087.6666666666667,1089.3333333333333
2015-09-04 10:00:00-07:00,1346.6666666666667,1686.6666666666667
2015-09-04 10:30:00-07:00,1633.3333333333333,2496.6666666666665
2015-09-04 11:00:00-07:00,1816.6666666666667,3353.3333333333335
2015-09-04 11:30:00-07:00,1933.3333333333333,4283.333333333333
2015-09-04 12:00:00-07:00,2080.0,5336.666666666667
2015-09-04 12:30:00-07:00,2080.0,6350.0
2015-09-04 13:00:00-07:00,2070.0,7383.333333333333
2015-09-04 13:30:00-07:00,2083.3333333333335,8430.0
2015-09-04 14:00:00-07:00,2083.3333333333335,9536.666666666666
2015-09-04 14:30:00-07:00,2060.0,10700.0
2015-09-04 15:00:00-07:00,2000.0,11633.333333333334
2015-09-04 15:30:00-07:00,1820.0,12633.333333333334
2015-09-04 16:00:00-07:00,1763.3333333333333,13600.0
2015-09-04 16:30:00-07:00,1590.0,14433.333333333334
2015-09-04 17:00:00-07:00,1443.3333333333333,15566.666666666666
2015-09-04 17:30:00-07:00,1128.6666666666667,16400.0
2015-09-04 18:00:00-07:00,576.3333333333334,16833.333333333332
2015-09-04 18:30:00-07:00,112.93333435058594,17000.0
2015-09-04 19:00:00-07:00,34.46666717529297,17000.0
2015-09-04 19:30:00-07:00,3.339999874432882,17000.0
2015-09-04 20:00:00-07:00,0.0,17000.0
2015-09-05 06:30:00-07:00,18.480000376701355,0.6499999761581421
2015-09-05 07:00:00-07:00,52.3999989827474,15.616666952768961
2015-09-05 07:30:00-07:00,96.16666666666667,53.833333333333336
2015-09-05 08:00:00-07:00,270.0,146.33333333333334
2015-09-05 08:30:00-07:00,512.6666666666666,341.0
2015-09-05 09:00:00-07:00,835.0,710.3333333333334
2015-09-05 09:30:00-07:00,1150.0,1220.0
2015-09-05 10:00:00-07:00,1396.6666666666667,1850.0
2015-09-05 10:30:00-07:00,1676.6666666666667,2680.0
2015-09-05 11:00:00-07:00,1843.3333333333333,3556.6666666666665
2015-09-05 11:30:00-07:00,1986.6666666666667,4523.333333333333
2015-09-05 12:00:00-07:00,2120.0,5420.0
2015-09-05 12:30:00-07:00,2143.3333333333335,6276.666666666667
2015-09-05 13:00:00-07:00,2240.0,7423.333333333333
2015-09-05 13:30:00-07:00,2236.6666666666665,8560.0
2015-09-05 14:00:00-07:00,2236.6666666666665,9700.0
2015-09-05 14:30:00-07:00,2196.6666666666665,10800.0
2015-09-05 15:00:00-07:00,2106.6666666666665,11866.666666666666
2015-09-05 15:30:00-07:00,1960.0,13000.0
2015-09-05 16:00:00-07:00,1846.6666666666667,13966.666666666666
2015-09-05 16:30:00-07:00,1646.6666666666667,14833.333333333334
2015-09-05 17:00:00-07:00,1410.0,15633.333333333334
2015-09-05 17:30:00-07:00,1126.6666666666667,16266.666666666666
2015-09-05 18:00:00-07:00,795.6666666666666,16666.666666666668
2015-09-05 18:30:00-07:00,164.96666717529297,16933.333333333332
2015-09-05 19:00:00-07:00,43.29999987284342,17000.0
2015-09-05 19:30:00-07:00,10.50333309173584,17000.0
2015-09-05 20:00:00-07:00,0.0,17000.0
2015-09-06 06:30:00-07:00,14.989999622106552,0.8650000095367432
2015-09-06 07:00:00-07:00,92.6999994913737,25.066666920979817
2015-09-06 07:30:00-07:00,212.66666666666666,107.16666666666667
2015-09-06 08:00:00-07:00,269.0,235.0
2015-09-06 08:30:00-07:00,458.3333333333333,407.0
2015-09-06 09:00:00-07:00,704.6666666666666,716.6666666666666
2015-09-06 09:30:00-07:00,1103.3333333333333,1196.6666666666667
2015-09-06 10:00:00-07:00,1343.3333333333333,1803.3333333333333
2015-09-06 10:30:00-07:00,1563.3333333333333,2573.3333333333335
2015-09-06 11:00:00-07:00,1796.6666666666667,3423.3333333333335
2015-09-06 11:30:00-07:00,1910.0,4380.0
2015-09-06 12:00:00-07:00,2053.3333333333335,5410.0
2015-09-06 12:30:00-07:00,2136.6666666666665,6463.333333333333
2015-09-06 13:00:00-07:00,2166.6666666666665,7513.333333333333
2015-09-06 13:30:00-07:00,2226.6666666666665,8686.666666666666
2015-09-06 14:00:00-07:00,2203.3333333333335,9806.666666666666
2015-09-06 14:30:00-07:00,2160.0,10900.0
2015-09-06 15:00:00-07:00,2090.0,11966.666666666666
2015-09-06 15:30:00-07:00,1976.6666666666667,13000.0
2015-09-06 16:00:00-07:00,1700.0,13866.666666666666
2015-09-06 16:30:00-07:00,1650.0,14800.0
2015-09-06 17:00:00-07:00,1455.0,15400.0
2015-09-06 17:30:00-07:00,1220.0,16000.0
2015-09-06 18:00:00-07:00,906.6666666666666,16500.0
2015-09-06 18:30:00-07:00,201.33333333333334,16800.0
2015-09-06 19:00:00-07:00,42.86666615804037,16800.0
2015-09-06 19:30:00-07:00,2.4600000381469727,16800.0
2015-09-06 20:00:00-07:00,0.0,16800.0
2015-09-07 06:30:00-07:00,1.3799999952316284,0.07999999821186066
2015-09-07 07:00:00-07:00,35.36666742960612,8.439999977747599
2015-09-07 07:30:00-07:00,68.36666615804036,35.0
2015-09-07 08:00:00-07:00,178.66666666666666,96.53333282470703
2015-09-07 08:30:00-07:00,437.6666666666667,257.6666666666667
2015-09-07 09:00:00-07:00,753.6666666666666,550.0
2015-09-07 09:30:00-07:00,1067.6666666666667,1044.6666666666667
2015-09-07 10:00:00-07:00,1340.0,1656.6666666666667
2015-09-07 10:30:00-07:00,1506.6666666666667,2380.0
2015-09-07 11:00:00-07:00,1730.0,3220.0
2015-09-07 11:30:00-07:00,1900.0,4133.333333333333
2015-09-07 12:00:00-07:00,1976.6666666666667,5130.0
2015-09-07 12:30:00-07:00,2086.6666666666665,6176.666666666667
2015-09-07 13:00:00-07:00,2040.0,7176.666666666667
2015-09-07 13:30:00-07:00,2043.3333333333333,8233.333333333334
2015-09-07 14:00:00-07:00,2116.6666666666665,9390.0
2015-09-07 14:30:00-07:00,2026.6666666666667,10400.0
2015-09-07 15:00:00-07:00,1906.6666666666667,11400.0
2015-09-07 15:30:00-07:00,1886.6666666666667,12400.0
2015-09-07 16:00:00-07:00,1653.3333333333333,13300.0
2015-09-07 16:30:00-07:00,1566.6666666666667,14166.666666666666
2015-09-07 17:00:00-07:00,1356.6666666666667,14900.0
2015-09-07 17:30:00-07:00,1103.3333333333333,15500.0
2015-09-07 18:00:00-07:00,663.6666666666666,15966.666666666666
2015-09-07 18:30:00-07:00,105.66666666666667,16166.666666666666
2015-09-07 19:00:00-07:00,27.0566668510437,16200.0
2015-09-07 19:30:00-07:00,4.46999979019165,16200.0
2015-09-07 20:00:00-07:00,0.0,16200.0
2015-09-08 06:30:00-07:00,6.745000183582306,0.6399999903514981
2015-09-08 07:00:00-07:00,48.53333409627279,14.633333206176758
2015-09-08 07:30:00-07:00,86.5999984741211,49.53333409627279
2015-09-08 08:00:00-07:00,191.5,106.20000076293945
2015-09-08 08:30:00-07:00,407.3333333333333,241.66666666666666
2015-09-08 09:00:00-07:00,716.0,534.6666666666666
2015-09-08 09:30:00-07:00,1025.6666666666667,985.6666666666666
2015-09-08 10:00:00-07:00,1296.6666666666667,1580.0
2015-09-08 10:30:00-07:00,1520.0,2286.6666666666665
2015-09-08 11:00:00-07:00,1716.6666666666667,3133.3333333333335
2015-09-08 11:30:00-07:00,1860.0,4023.3333333333335
2015-09-08 12:00:00-07:00,1850.0,4930.0
2015-09-08 12:30:00-07:00,2036.6666666666667,6013.333333333333
2015-09-08 13:00:00-07:00,2073.3333333333335,7050.0
2015-09-08 13:30:00-07:00,2083.3333333333335,8093.333333333333
2015-09-08 14:00:00-07:00,2066.6666666666665,9133.333333333334
2015-09-08 14:30:00-07:00,2026.6666666666667,10176.666666666666
2015-09-08 15:00:00-07:00,1983.3333333333333,11166.666666666666
2015-09-08 15:30:00-07:00,1873.3333333333333,12166.666666666666
2015-09-08 16:00:00-07:00,1736.6666666666667,13033.333333333334
2015-09-08 16:30:00-07:00,1540.0,13933.333333333334
2015-09-08 17:00:00-07:00,1270.0,14666.666666666666
2015-09-08 17:30:00-07:00,999.6666666666666,15233.333333333334
2015-09-08 18:00:00-07:00,657.6666666666666,15666.666666666666
2015-09-08 18:30:00-07:00,124.56666564941406,15833.333333333334
2015-09-08 19:00:00-07:00,24.486667156219482,15900.0
2015-09-08 19:30:00-07:00,3.1299999554951987,15900.0
2015-09-09 06:30:00-07:00,7.100000202655792,0.13500000536441803
2015-09-09 07:00:00-07:00,37.15000057220459,6.8150001764297485
2015-09-09 07:30:00-07:00,66.33333333333333,29.799999872843426
2015-09-09 08:00:00-07:00,172.0,79.8333346048991
2015-09-09 08:30:00-07:00,415.0,213.0
2015-09-09 09:00:00-07:00,698.3333333333334,482.0
2015-09-09 09:30:00-07:00,998.3333333333334,905.0
2015-09-09 10:00:00-07:00,1280.0,1510.0
2015-09-09 10:30:00-07:00,1483.3333333333333,2233.3333333333335
2015-09-09 11:00:00-07:00,1633.3333333333333,2983.3333333333335
2015-09-09 11:30:00-07:00,1823.3333333333333,3930.0
2015-09-09 12:00:00-07:00,1926.6666666666667,4880.0
2015-09-09 12:30:00-07:00,2003.3333333333333,5820.0
2015-09-09 13:00:00-07:00,2003.3333333333333,6870.0
2015-09-09 13:30:00-07:00,2060.0,7886.666666666667
2015-09-09 14:00:00-07:00,2036.6666666666667,8980.0
2015-09-09 14:30:00-07:00,2000.0,9926.666666666666
2015-09-09 15:00:00-07:00,1933.3333333333333,10866.666666666666
2015-09-09 15:30:00-07:00,1816.6666666666667,11900.0
2015-09-09 16:00:00-07:00,1546.6666666666667,12633.333333333334
2015-09-09 16:30:00-07:00,1476.6666666666667,13566.666666666666
2015-09-09 17:00:00-07:00,1250.0,14300.0
2015-09-09 17:30:00-07:00,1014.3333333333334,14766.666666666666
2015-09-09 18:00:00-07:00,592.3333333333334,15200.0
2015-09-09 18:30:00-07:00,92.10000101725261,15400.0
2015-09-09 19:00:00-07:00,18.45666726430257,15400.0
2015-09-09 19:30:00-07:00,1.5799999237060547,15400.0
2015-09-10 06:30:00-07:00,1.190000057220459,0.05000000074505806
2015-09-10 07:00:00-07:00,46.60000038146973,12.023333549499512
2015-09-10 07:30:00-07:00,102.33333333333333,53.166666666666664
2015-09-10 08:00:00-07:00,268.6666666666667,145.63333384195963
2015-09-10 08:30:00-07:00,556.6666666666666,364.6666666666667
2015-09-10 09:00:00-07:00,691.5,619.0
2015-09-10 09:30:00-07:00,1002.6666666666666,1028.6666666666667
2015-09-10 10:00:00-07:00,721.0,1456.6666666666667
2015-09-10 10:30:00-07:00,1416.6666666666667,2006.6666666666667
2015-09-10 11:00:00-07:00,1596.6666666666667,2806.6666666666665
2015-09-10 11:30:00-07:00,1780.0,3676.6666666666665
2015-09-10 12:00:00-07:00,1890.0,4620.0
2015-09-10 12:30:00-07:00,1973.3333333333333,5600.0
2015-09-10 13:00:00-07:00,2013.3333333333333,6593.333333333333
2015-09-10 13:30:00-07:00,2026.6666666666667,7600.0
2015-09-10 14:00:00-07:00,1933.3333333333333,8593.333333333334
2015-09-10 14:30:00-07:00,1953.3333333333333,9606.666666666666
2015-09-10 15:00:00-07:00,1816.6666666666667,10500.0
2015-09-10 15:30:00-07:00,1813.3333333333333,11600.0
2015-09-10 16:00:00-07:00,1666.6666666666667,12433.333333333334
2015-09-10 16:30:00-07:00,1332.6666666666667,13133.333333333334
2015-09-10 17:00:00-07:00,1290.0,13866.666666666666
2015-09-10 17:30:00-07:00,1025.6666666666667,14433.333333333334
2015-09-10 18:00:00-07:00,615.3333333333334,14866.666666666666
2015-09-10 18:30:00-07:00,92.3000005086263,15000.0
2015-09-10 19:00:00-07:00,28.143333276112873,15066.666666666666
2015-09-10 19:30:00-07:00,4.953333218892415,15100.0
2015-09-11 07:00:00-07:00,66.36666679382324,12.7533331712087
2015-09-11 07:30:00-07:00,200.66666666666666,89.26666768391927
2015-09-11 08:00:00-07:00,311.0,211.66666666666666
2015-09-11 08:30:00-07:00,510.3333333333333,430.3333333333333
2015-09-11 09:00:00-07:00,780.3333333333334,760.6666666666666
2015-09-11 09:30:00-07:00,940.3333333333334,1213.3333333333333
